AverageMonthlyHours,Department,EmployeeId,LastEvaluation,Left,NumberProject,Promotion,SalaryType,SatisfactoryLevel,TimeSpent,WorkAccident
253,support,1004016,0.68,0,5,0,low,0.14,5,0
235,support,1004017,0.85,0,3,0,low,0.92,2,0
186,support,1004018,0.91,0,4,0,low,0.69,3,0
263,support,1004019,0.99,0,4,0,low,0.66,2,0
239,support,1004020,0.39,0,4,0,low,0.85,4,0
151,support,1004021,0.69,0,4,0,low,0.83,2,0
106,support,1004022,0.49,0,3,0,low,1,4,0
183,support,1004023,0.65,0,3,0,low,0.68,4,0
125,support,1004024,0.97,0,3,0,low,0.26,2,0
157,support,1004025,0.41,0,3,0,low,0.35,2,0
241,technical,1004026,0.58,0,3,0,low,0.12,2,0
184,technical,1004027,0.93,0,4,0,low,0.91,3,0
144,technical,1004028,0.67,0,4,0,low,0.65,3,0
255,management,1004029,0.72,0,3,0,low,0.78,4,1
261,IT,1004030,0.82,0,3,0,low,0.61,4,0
207,IT,1004031,0.51,0,4,0,low,0.64,2,0
205,IT,1004032,0.73,0,4,0,low,0.58,4,0
217,IT,1004033,0.76,0,4,0,medium,0.63,2,1
215,IT,1004034,0.6,0,4,0,medium,0.94,2,1
139,product_mng,1004035,0.81,0,5,0,medium,0.26,4,0
146,product_mng,1004036,0.69,0,3,0,medium,0.59,3,0
188,product_mng,1004038,0.64,0,5,0,medium,0.86,3,0
155,IT,1004039,0.73,0,5,0,medium,0.79,3,0
171,RandD,1004040,0.73,0,4,0,medium,0.89,4,0
184,RandD,1004041,0.99,0,4,0,medium,0.34,3,0
164,RandD,1004042,0.77,0,3,0,medium,0.29,6,0
244,RandD,1004043,0.89,0,3,0,medium,0.71,4,0
222,RandD,1004044,0.58,0,4,0,medium,0.93,2,0
231,RandD,1004045,0.76,0,4,0,high,0.94,3,1
213,marketing,1004046,0.72,0,3,0,low,0.91,3,0
144,sales,1004047,0.96,0,4,0,medium,0.71,4,0
138,support,1004049,0.42,0,3,0,medium,0.54,3,1
183,technical,1004050,0.58,0,3,0,medium,0.89,4,0
250,management,1004051,0.91,0,3,0,low,0.94,3,1
219,marketing,1004052,0.89,0,3,0,low,0.15,6,0
164,marketing,1004053,0.92,0,6,0,low,0.45,4,1
161,marketing,1004054,0.67,0,4,0,low,0.92,4,1
274,sales,1004055,0.56,0,4,0,low,0.63,5,1
181,sales,1004056,0.66,0,4,0,low,0.8,3,1
148,sales,1004057,0.72,0,3,0,low,0.45,2,0
226,sales,1004058,0.54,0,3,0,low,0.72,2,1
256,sales,1004059,0.36,0,6,0,low,0.84,5,0
141,sales,1004060,0.51,0,3,0,low,0.61,2,0
177,sales,1004061,0.88,0,3,0,low,0.63,3,0
173,sales,1004062,0.54,0,4,0,low,0.49,2,0
196,sales,1004063,0.51,0,2,0,low,0.68,3,0
179,sales,1004064,0.85,0,5,0,low,0.64,2,0
201,sales,1004065,0.64,0,4,0,low,0.61,3,0
247,sales,1004066,0.55,0,5,0,low,0.83,3,0
238,sales,1004067,0.51,0,5,0,low,0.94,2,0
133,sales,1004068,0.66,0,3,0,low,0.27,6,0
194,sales,1004069,0.49,0,2,0,low,0.6,4,0
232,sales,1004070,0.69,0,4,0,low,0.83,2,0
232,sales,1004071,0.75,0,3,0,low,0.53,3,0
204,sales,1004072,0.97,0,4,0,medium,0.79,3,0
252,sales,1004073,0.49,0,4,0,medium,0.96,3,1
164,accounting,1004074,0.56,0,3,0,medium,0.5,3,0
266,accounting,1004075,0.81,0,5,0,medium,0.68,2,0
226,accounting,1004076,0.54,0,4,0,medium,0.24,4,1
252,hr,1004077,0.8,0,4,0,medium,0.8,6,0
155,hr,1004078,0.74,0,4,0,medium,0.62,3,0
202,hr,1004079,0.85,0,3,0,medium,1,2,0
214,hr,1004080,0.75,0,3,0,medium,0.64,3,0
267,technical,1004081,0.55,0,4,0,medium,0.51,3,0
265,technical,1004082,0.5,0,4,0,medium,0.74,3,0
221,technical,1004083,0.99,0,3,0,medium,0.49,2,1
132,technical,1004084,0.83,0,4,0,high,0.96,6,0
234,technical,1004086,0.57,0,4,0,medium,0.84,3,0
238,technical,1004087,0.84,0,3,0,medium,0.16,6,0
149,technical,1004088,0.75,0,3,0,medium,0.62,2,1
152,technical,1004089,0.67,0,4,0,medium,0.79,3,0
249,technical,1004090,0.83,0,4,0,low,0.53,3,1
270,technical,1004091,0.48,0,6,0,low,0.17,5,0
200,support,1004092,0.76,0,3,0,low,0.57,2,0
207,support,1004093,0.82,0,4,0,low,0.65,2,0
266,support,1004094,0.74,0,4,0,low,0.69,2,1
250,support,1004095,0.8,0,6,0,low,0.3,3,0
220,support,1004096,0.92,0,3,0,low,0.99,3,0
177,support,1004097,0.69,0,4,0,low,0.5,2,0
147,support,1004098,0.96,0,3,0,medium,0.54,2,0
227,support,1004099,0.57,0,4,0,medium,0.69,4,0
272,support,1004100,0.85,0,4,0,medium,0.5,2,0
244,support,1004101,0.73,0,3,0,medium,0.66,3,0
182,support,1004102,0.93,0,5,0,medium,1,3,1
146,technical,1004103,0.61,0,3,0,medium,0.15,6,1
259,technical,1004104,0.54,0,5,0,medium,0.31,5,1
184,technical,1004105,0.49,0,4,0,medium,0.65,4,0
149,management,1004106,0.69,0,4,0,medium,0.72,2,0
185,IT,1004107,0.85,0,4,0,medium,0.84,3,1
254,IT,1004108,0.8,0,3,0,medium,0.55,2,0
249,IT,1004109,0.58,0,4,0,medium,0.6,3,0
269,IT,1004110,0.48,0,4,0,medium,0.84,2,0
168,IT,1004111,0.87,0,3,0,medium,0.68,3,0
225,product_mng,1004112,1,0,6,0,medium,0.13,3,0
160,product_mng,1004113,0.98,0,3,0,medium,0.88,2,0
149,product_mng,1004114,0.57,0,5,0,medium,0.64,3,1
193,product_mng,1004115,0.95,0,5,0,medium,0.19,3,0
171,IT,1004116,0.88,0,5,0,medium,0.83,3,1
232,RandD,1004117,0.41,0,4,0,medium,0.17,3,1
250,RandD,1004118,0.74,0,4,0,medium,0.44,6,0
243,RandD,1004119,0.55,0,4,0,medium,0.52,2,0
250,RandD,1004120,0.62,0,4,0,medium,0.66,2,0
126,RandD,1004122,0.5,0,5,0,medium,0.19,3,1
192,marketing,1004123,1,0,3,0,high,0.86,3,0
137,sales,1004124,0.57,0,3,0,high,0.65,4,1
199,accounting,1004125,0.97,0,3,0,high,0.61,3,1
181,support,1004126,0.96,0,3,0,high,0.53,3,1
260,technical,1004127,0.76,0,5,0,high,0.14,6,0
199,management,1004128,1,0,4,0,high,0.74,4,0
171,marketing,1004129,0.62,0,6,0,high,0.47,5,1
260,marketing,1004130,0.56,0,4,0,high,0.6,3,0
243,marketing,1004131,0.58,0,3,0,high,0.81,4,0
154,sales,1004132,0.59,0,2,0,high,0.95,4,0
201,sales,1004133,0.8,0,2,0,high,0.98,2,0
234,sales,1004134,0.8,0,5,0,high,0.52,3,0
216,sales,1004135,0.97,0,3,0,low,1,3,1
205,sales,1004136,0.74,0,5,0,low,0.16,4,1
225,sales,1004137,0.83,0,3,0,low,0.19,4,0
229,sales,1004138,0.87,0,3,0,low,0.94,3,0
132,sales,1004139,0.43,0,6,0,low,0.58,3,0
180,sales,1004140,0.69,0,4,0,low,0.92,3,0
164,sales,1004141,0.8,0,4,0,low,0.65,4,0
175,sales,1004142,0.74,0,5,0,low,0.74,3,0
103,sales,1004143,0.53,0,5,0,low,0.6,2,0
142,sales,1004144,1,0,5,0,low,1,4,0
212,sales,1004145,0.96,0,4,0,low,0.81,3,0
129,sales,1004146,0.67,0,2,0,low,0.54,3,1
140,sales,1004147,0.81,0,5,0,low,0.18,4,0
149,sales,1004148,0.88,0,4,0,low,0.82,2,0
258,sales,1004149,0.96,0,2,0,low,0.9,2,0
136,sales,1004150,0.62,0,4,0,medium,0.62,2,0
216,accounting,1004151,0.76,0,2,0,medium,0.77,3,1
151,accounting,1004152,0.86,0,3,0,medium,0.58,2,0
217,accounting,1004153,0.47,0,5,0,medium,0.27,6,0
219,hr,1004154,0.72,0,4,0,medium,0.78,3,0
150,hr,1004155,0.66,0,3,0,medium,0.98,3,0
98,hr,1004156,0.5,0,4,0,medium,0.75,4,0
140,hr,1004157,0.67,0,5,0,medium,0.74,3,0
259,technical,1004158,0.99,0,3,0,medium,0.9,3,1
258,technical,1004160,0.62,0,4,0,medium,0.9,3,0
162,technical,1004161,0.91,0,4,0,medium,0.68,3,1
260,technical,1004162,0.74,0,3,0,high,0.9,4,0
198,technical,1004163,0.93,0,5,0,high,0.64,2,0
242,technical,1004164,0.9,0,2,0,high,0.63,3,1
219,technical,1004165,0.89,0,4,0,high,0.87,4,0
204,technical,1004166,0.55,0,4,0,high,0.6,3,0
157,technical,1004167,0.74,0,3,0,high,0.7,3,0
244,technical,1004168,0.94,0,5,0,high,0.15,6,0
122,support,1004169,0.75,0,3,0,high,0.45,3,0
282,support,1004170,0.9,0,5,0,low,0.43,5,0
195,support,1004171,0.46,0,5,0,low,0.92,5,0
134,support,1004172,0.81,0,4,0,low,0.72,2,0
210,support,1004173,0.84,0,3,0,low,0.94,2,0
170,support,1004174,0.52,0,3,0,low,0.74,3,0
140,support,1004175,0.71,0,2,0,low,0.48,3,1
215,support,1004176,0.76,0,5,0,low,0.84,2,1
150,support,1004177,0.86,0,3,0,low,0.53,3,0
268,support,1004178,0.88,0,5,0,medium,0.45,3,1
270,support,1004179,0.67,0,4,0,medium,0.95,4,0
163,technical,1004180,0.58,0,3,0,medium,0.95,3,0
188,technical,1004181,0.85,0,3,0,medium,0.7,2,0
110,technical,1004182,0.93,0,3,0,medium,0.19,4,0
135,management,1004183,0.91,0,5,0,medium,0.74,3,0
228,IT,1004184,0.59,0,4,0,medium,0.54,3,0
172,IT,1004185,0.69,0,5,0,medium,0.5,2,0
168,IT,1004186,0.72,0,3,0,medium,0.95,5,0
160,IT,1004187,0.69,0,5,0,medium,0.69,3,0
282,IT,1004188,0.74,0,5,0,medium,0.24,3,0
184,product_mng,1004189,0.7,0,5,0,medium,0.96,2,1
217,product_mng,1004190,0.5,0,4,0,medium,0.61,4,1
281,product_mng,1004191,0.53,0,6,0,medium,0.76,3,0
245,product_mng,1004192,0.64,0,3,0,medium,0.61,2,0
285,IT,1004193,0.48,0,2,0,medium,0.37,5,0
165,RandD,1004194,0.9,0,4,0,medium,0.81,3,0
146,RandD,1004195,0.9,0,3,0,medium,0.59,3,0
133,RandD,1004196,0.82,0,3,0,medium,0.73,3,0
181,RandD,1004197,0.57,0,2,0,medium,0.87,6,0
152,RandD,1004198,0.66,0,6,0,medium,0.67,3,0
284,RandD,1004199,0.78,0,2,0,medium,0.96,3,0
157,marketing,1004200,0.51,0,3,0,medium,0.98,3,0
165,sales,1004201,0.58,0,4,0,high,0.5,2,0
255,accounting,1004202,0.71,0,3,0,low,0.49,2,1
102,technical,1004204,0.68,0,3,0,medium,0.57,6,0
247,management,1004205,0.94,0,4,0,medium,0.51,2,0
206,marketing,1004206,0.69,0,3,0,medium,0.99,2,0
171,marketing,1004207,0.77,0,3,0,medium,0.8,2,0
263,marketing,1004208,0.39,0,5,0,medium,0.56,4,0
272,sales,1004209,0.84,0,4,0,medium,0.96,4,1
158,sales,1004210,0.5,0,3,0,medium,0.96,2,1
216,sales,1004211,0.53,0,6,0,medium,0.87,6,1
113,sales,1004212,0.9,0,5,0,medium,0.61,3,0
140,sales,1004213,0.6,0,3,0,low,0.18,4,0
178,sales,1004214,0.77,0,5,0,low,0.24,5,0
153,sales,1004215,0.48,0,4,0,low,0.86,3,0
271,sales,1004216,0.62,0,6,0,low,0.25,5,0
269,sales,1004217,0.82,0,3,0,low,0.25,5,0
160,sales,1004218,0.55,0,3,0,low,0.63,3,0
258,sales,1004219,0.68,0,4,0,low,0.89,2,1
251,sales,1004220,0.82,0,4,0,high,0.87,3,0
170,sales,1004221,0.78,0,3,0,low,0.87,2,0
238,sales,1004222,0.99,0,4,0,high,0.71,4,1
152,sales,1004223,0.87,0,4,0,high,0.98,2,0
262,sales,1004224,0.51,0,3,0,low,0.16,6,0
273,sales,1004225,0.68,0,4,0,low,0.83,2,0
233,sales,1004226,0.77,0,3,0,high,0.65,2,0
262,sales,1004227,0.64,0,3,0,low,0.95,3,0
183,accounting,1004228,0.67,0,3,0,medium,0.67,3,0
150,accounting,1004229,0.88,0,3,0,high,0.53,3,1
132,accounting,1004230,0.94,0,3,0,medium,0.74,3,0
200,hr,1004231,0.79,0,3,0,medium,0.77,4,0
148,hr,1004232,0.72,0,4,0,medium,0.13,5,0
187,hr,1004233,0.92,0,3,0,medium,0.82,3,1
224,hr,1004234,0.65,0,4,0,high,0.88,2,0
147,technical,1004235,0.5,0,4,0,medium,0.89,2,0
153,technical,1004236,0.51,0,3,0,medium,0.85,4,0
154,technical,1004237,0.87,0,5,0,medium,0.93,2,0
270,technical,1004238,0.7,0,5,0,high,0.62,3,0
202,technical,1004239,0.96,0,3,0,medium,0.58,2,0
264,technical,1004240,0.5,0,4,0,high,0.98,3,0
145,technical,1004241,0.45,0,2,0,low,0.52,3,0
138,technical,1004242,0.49,0,3,0,medium,0.76,2,1
147,technical,1004244,0.64,0,4,0,medium,0.74,5,0
190,technical,1004245,0.48,0,3,0,medium,0.49,2,0
183,support,1004246,0.97,0,4,0,low,0.91,3,0
255,support,1004247,0.92,0,5,0,low,0.74,3,0
252,support,1004248,0.82,0,4,0,low,0.86,4,0
141,support,1004249,0.47,0,6,0,low,0.52,5,1
260,support,1004250,0.81,0,3,0,low,0.95,2,0
136,support,1004251,0.98,0,3,0,low,0.65,3,0
182,support,1004252,0.56,0,4,0,low,0.7,2,0
142,support,1004253,0.66,0,6,0,low,0.14,5,0
261,support,1004254,0.53,0,2,0,low,0.92,4,0
209,support,1004255,0.6,0,3,0,low,0.54,2,0
156,support,1004256,0.95,0,2,0,high,0.76,4,0
214,technical,1004257,0.66,0,4,0,low,0.78,2,0
250,technical,1004258,0.86,0,4,0,low,0.85,3,0
197,technical,1004259,0.8,0,4,0,low,0.78,3,1
149,management,1004260,0.72,0,3,0,low,0.55,3,0
271,IT,1004261,0.61,0,5,0,high,0.68,2,0
187,IT,1004262,0.68,0,4,0,low,0.91,2,0
154,IT,1004263,0.56,0,3,0,low,0.76,2,0
264,IT,1004264,0.67,0,4,0,low,0.15,3,0
144,IT,1004265,0.6,0,2,0,high,0.95,3,0
200,product_mng,1004266,0.37,0,6,0,low,0.74,3,0
197,product_mng,1004267,0.56,0,5,0,medium,0.92,2,1
175,product_mng,1004268,0.89,0,3,0,high,0.64,3,1
161,product_mng,1004269,0.9,0,3,0,medium,0.96,3,0
245,IT,1004270,0.72,0,3,0,high,0.21,6,0
167,RandD,1004271,0.67,0,3,0,medium,0.85,4,0
261,RandD,1004273,0.81,0,5,0,medium,0.54,6,0
274,RandD,1004274,0.81,0,5,0,medium,0.56,4,0
181,RandD,1004275,0.79,0,4,0,medium,0.59,3,0
266,marketing,1004276,0.58,0,5,0,medium,0.88,3,1
184,sales,1004277,0.84,0,4,0,medium,0.7,3,0
193,accounting,1004278,0.58,0,3,0,medium,0.95,2,0
217,support,1004279,0.88,0,3,0,high,0.83,2,1
252,management,1004281,0.92,0,5,0,medium,0.82,3,0
136,marketing,1004282,0.97,0,4,0,medium,0.55,3,0
194,marketing,1004283,0.55,0,5,0,medium,0.89,4,0
190,marketing,1004284,0.94,0,4,0,medium,0.66,3,0
185,sales,1004285,0.61,0,3,0,medium,0.41,2,1
232,sales,1004286,0.77,0,3,0,medium,0.83,2,1
200,sales,1004287,0.72,0,3,0,medium,0.88,2,1
155,sales,1004288,0.66,0,5,0,medium,0.56,2,0
228,sales,1004289,0.72,0,3,0,medium,0.53,3,0
188,sales,1004290,0.41,0,3,0,high,0.8,4,0
245,sales,1004291,0.78,0,4,0,low,0.95,3,0
205,sales,1004292,0.88,0,4,0,low,0.9,2,0
269,sales,1004293,0.97,0,4,0,low,0.5,3,0
207,sales,1004294,0.59,0,3,0,high,0.4,6,0
250,sales,1004295,0.85,0,3,0,low,0.52,4,0
251,sales,1004296,0.5,0,5,0,low,0.51,3,1
217,sales,1004297,0.62,0,5,0,low,0.84,3,0
252,sales,1004298,0.98,0,5,0,high,0.78,3,0
159,sales,1004299,0.71,0,2,0,low,0.91,3,1
169,sales,1004300,0.71,0,5,0,low,0.59,2,0
105,sales,1004301,0.97,0,5,0,low,0.69,4,0
268,sales,1004302,0.93,0,4,0,low,0.87,2,0
145,sales,1004303,1,0,5,0,low,0.66,2,0
165,accounting,1004304,0.54,0,4,0,low,0.5,3,0
253,accounting,1004305,0.75,0,3,0,low,0.95,4,0
254,accounting,1004306,0.64,0,3,0,medium,0.77,3,0
218,hr,1004307,0.5,0,3,0,medium,0.66,2,0
138,hr,1004308,0.98,0,3,0,medium,0.61,5,1
239,hr,1004309,0.87,0,5,0,medium,0.7,3,0
182,hr,1004310,0.71,0,5,0,medium,0.89,2,1
152,technical,1004311,0.78,0,4,0,medium,0.6,3,1
222,technical,1004312,0.51,0,3,0,medium,0.62,3,1
219,technical,1004313,0.9,0,2,0,medium,0.59,2,1
266,technical,1004314,0.59,0,4,0,medium,0.69,4,0
113,technical,1004315,0.94,0,3,0,medium,0.36,5,1
146,technical,1004316,0.93,0,4,0,medium,0.59,3,0
238,technical,1004317,0.51,0,5,0,medium,0.5,4,0
237,technical,1004319,0.9,0,4,0,low,0.84,2,0
201,technical,1004320,0.95,0,4,0,medium,0.51,3,0
188,technical,1004321,0.56,0,5,0,medium,0.53,3,0
137,support,1004322,0.63,0,3,0,medium,0.98,3,0
263,support,1004323,0.81,0,4,0,medium,0.95,3,0
217,support,1004324,0.76,0,5,0,low,0.13,3,0
213,support,1004325,0.64,0,4,0,low,0.5,4,0
244,support,1004326,0.76,0,3,0,low,0.93,3,0
252,support,1004327,0.87,0,3,0,low,0.5,2,0
168,support,1004328,0.84,0,4,0,low,0.66,2,0
212,support,1004329,0.79,0,4,0,low,0.89,3,0
258,support,1004330,0.43,0,4,0,low,0.46,3,0
210,support,1004331,0.6,0,4,0,low,0.67,3,0
246,support,1004332,0.9,0,4,0,low,0.96,3,0
221,technical,1004333,0.76,0,4,0,low,0.98,3,1
215,technical,1004334,0.57,0,5,0,low,0.67,4,0
175,technical,1004335,0.72,0,4,0,low,0.72,4,0
221,management,1004336,0.49,0,5,0,low,0.65,2,0
219,IT,1004337,0.67,0,5,0,low,0.72,3,0
154,IT,1004338,0.58,0,3,0,low,0.78,3,0
266,IT,1004339,0.56,0,3,0,low,0.93,2,0
224,IT,1004340,0.85,0,5,0,low,0.73,4,0
269,IT,1004341,0.57,0,4,0,low,0.2,5,1
159,product_mng,1004342,0.5,0,4,0,low,0.47,2,0
247,product_mng,1004343,0.62,0,4,0,low,0.56,3,0
137,product_mng,1004344,0.86,0,4,0,low,0.72,2,0
251,product_mng,1004345,0.56,0,4,0,medium,0.91,4,0
210,IT,1004346,0.49,0,5,0,medium,0.79,3,0
123,RandD,1004347,0.75,0,2,0,medium,0.53,4,0
253,RandD,1004348,0.51,0,4,0,medium,0.14,6,0
242,RandD,1004349,0.92,0,5,0,medium,0.78,4,0
238,RandD,1004350,0.74,0,3,0,medium,0.52,3,0
151,RandD,1004351,0.68,0,5,0,medium,0.94,2,0
158,marketing,1004352,0.8,0,4,0,medium,0.83,4,0
120,marketing,1004353,0.68,0,2,0,medium,0.44,2,0
187,sales,1004354,0.74,0,3,0,medium,0.72,2,0
164,support,1004356,0.99,0,3,0,medium,0.76,2,0
253,technical,1004357,0.94,0,5,0,high,0.92,2,0
235,management,1004358,0.93,0,5,0,low,0.58,2,0
189,marketing,1004359,0.81,0,4,0,medium,0.85,4,0
246,marketing,1004360,0.51,0,4,0,medium,0.74,3,1
258,marketing,1004361,0.87,0,4,0,medium,0.74,2,0
158,sales,1004362,0.8,0,3,0,medium,0.72,3,0
173,sales,1004363,0.98,0,4,0,low,0.76,3,1
185,sales,1004365,0.49,0,5,0,low,0.82,3,0
270,sales,1004366,0.93,0,5,0,low,0.6,3,1
152,sales,1004367,0.64,0,3,0,low,0.39,2,0
211,sales,1004368,0.53,0,3,0,low,0.83,4,1
162,sales,1004369,0.92,0,3,0,low,0.7,3,1
253,sales,1004370,0.97,0,4,0,low,0.84,2,1
236,sales,1004371,0.77,0,4,0,low,0.9,3,0
231,sales,1004372,0.84,0,4,0,low,0.18,5,0
231,sales,1004373,0.71,0,2,0,low,0.52,2,0
233,sales,1004374,0.51,0,4,0,low,0.87,3,0
217,sales,1004375,0.79,0,5,0,low,0.6,2,0
174,sales,1004376,0.93,0,4,0,low,0.72,2,0
227,sales,1004377,0.64,0,4,0,low,0.48,3,0
222,sales,1004378,0.53,0,3,0,low,0.75,2,0
207,sales,1004379,0.55,0,2,0,low,0.85,6,0
115,sales,1004380,0.41,0,6,0,low,0.39,3,0
254,accounting,1004381,0.68,0,3,0,low,0.61,2,0
170,accounting,1004382,0.61,0,4,0,low,0.6,3,0
206,accounting,1004383,0.64,0,2,0,low,0.57,3,0
149,hr,1004384,0.68,0,5,0,medium,0.19,3,0
197,hr,1004385,0.77,0,3,0,medium,0.48,3,0
261,hr,1004386,0.75,0,4,0,medium,0.69,3,0
256,hr,1004387,0.55,0,4,0,medium,0.7,4,0
219,technical,1004388,0.92,0,3,0,medium,0.65,3,0
143,technical,1004389,0.96,0,4,0,medium,0.81,3,1
171,technical,1004390,0.95,0,4,0,medium,0.85,3,0
207,technical,1004391,0.76,0,4,0,medium,0.93,2,0
235,technical,1004392,0.94,0,4,0,medium,0.72,3,0
173,technical,1004393,0.55,0,2,0,medium,0.49,3,0
131,technical,1004394,0.47,0,5,0,medium,0.94,6,0
193,technical,1004396,0.78,0,5,0,high,0.92,4,0
135,technical,1004397,0.82,0,3,0,low,0.97,2,0
265,technical,1004398,0.61,0,4,0,medium,0.98,2,1
133,support,1004399,0.45,0,3,0,medium,0.44,2,1
184,support,1004400,0.87,0,4,0,medium,0.72,4,0
135,support,1004401,0.73,0,5,0,medium,0.8,3,0
267,support,1004402,0.72,0,4,0,low,0.6,4,0
184,support,1004403,0.65,0,4,0,low,0.89,3,0
227,support,1004404,0.57,0,5,0,low,0.69,2,0
257,support,1004405,0.81,0,4,0,low,0.54,2,0
235,support,1004406,0.75,0,5,0,low,0.97,3,1
161,support,1004407,0.4,0,4,0,low,0.37,2,0
215,support,1004408,0.52,0,4,0,low,0.73,3,0
146,support,1004409,0.69,0,4,0,low,0.57,3,0
191,technical,1004410,0.66,0,4,0,low,0.86,2,0
261,technical,1004411,0.85,0,4,0,low,0.83,3,0
200,technical,1004412,0.52,0,5,0,low,0.19,5,0
239,management,1004413,0.93,0,4,0,low,0.55,4,0
160,IT,1004414,0.65,0,4,0,low,0.6,2,0
177,IT,1004415,0.71,0,3,0,low,0.62,3,1
215,IT,1004416,0.55,0,5,0,low,0.65,2,0
97,IT,1004417,0.48,0,4,0,low,0.4,2,0
231,IT,1004418,0.78,0,5,0,low,0.82,2,1
257,product_mng,1004419,0.69,0,2,0,low,0.75,2,1
232,product_mng,1004420,0.53,0,3,0,low,0.83,3,1
212,product_mng,1004421,0.78,0,4,0,low,0.77,3,0
198,product_mng,1004422,0.98,0,4,0,low,0.59,3,0
240,IT,1004423,0.79,0,5,0,medium,0.8,4,0
242,RandD,1004424,0.55,0,3,0,medium,0.84,3,0
250,RandD,1004425,0.71,0,4,0,medium,0.88,3,0
229,RandD,1004426,0.9,0,3,0,medium,0.37,6,0
133,RandD,1004427,0.66,0,4,0,medium,0.88,2,0
200,RandD,1004428,0.85,0,3,0,medium,0.69,2,0
155,marketing,1004429,0.49,0,2,0,medium,0.54,2,1
139,sales,1004430,0.57,0,5,0,medium,0.76,4,0
272,accounting,1004431,0.58,0,4,0,medium,0.51,3,0
100,support,1004432,0.52,0,3,0,medium,0.16,4,0
160,technical,1004433,0.6,0,5,0,medium,0.65,3,0
195,management,1004434,0.81,0,5,0,medium,0.54,4,0
152,marketing,1004435,0.68,0,4,0,high,0.66,3,0
182,marketing,1004436,0.65,0,5,0,low,0.95,3,0
137,marketing,1004437,0.57,0,3,0,medium,0.83,2,0
182,sales,1004438,0.84,0,4,0,medium,0.98,3,0
217,sales,1004439,0.72,0,3,0,medium,0.72,2,0
192,sales,1004440,0.62,0,4,0,medium,0.71,4,0
116,sales,1004441,0.65,0,3,0,low,0.36,2,1
170,sales,1004442,0.65,0,4,0,low,0.55,4,0
174,sales,1004444,0.57,0,3,0,low,0.62,2,0
193,sales,1004445,0.95,0,3,0,low,1,6,0
167,sales,1004446,0.91,0,6,0,low,0.91,2,1
225,sales,1004447,0.67,0,4,0,low,0.81,3,0
248,sales,1004448,0.92,0,4,0,low,0.71,3,1
104,sales,1004449,0.74,0,3,0,low,0.97,5,0
148,sales,1004450,0.86,0,6,0,low,0.75,4,0
148,sales,1004451,1,0,3,0,low,0.68,4,1
187,sales,1004452,0.68,0,5,0,low,0.87,3,0
151,sales,1004453,0.57,0,3,0,low,0.96,2,0
215,sales,1004454,0.86,0,6,0,low,0.41,5,0
142,sales,1004455,0.61,0,4,0,low,0.81,4,0
258,sales,1004456,1,0,6,0,low,0.68,5,0
228,accounting,1004457,0.56,0,4,0,low,0.63,3,0
221,accounting,1004458,0.84,0,2,0,low,0.6,3,0
263,accounting,1004459,0.97,0,3,0,medium,0.66,3,0
273,hr,1004460,0.82,0,4,0,medium,0.69,4,0
247,hr,1004461,0.37,0,3,0,medium,0.23,4,0
225,hr,1004462,0.63,0,3,0,medium,0.52,3,0
269,hr,1004463,0.86,0,4,0,medium,0.65,2,1
174,technical,1004464,0.4,0,6,0,medium,0.78,3,0
201,technical,1004465,0.65,0,5,0,medium,0.6,2,0
254,technical,1004466,0.62,0,3,0,medium,0.9,3,0
254,technical,1004467,0.95,0,5,0,medium,0.59,2,0
185,technical,1004468,0.78,0,3,0,medium,0.89,2,1
200,technical,1004469,0.85,0,4,0,medium,0.96,4,0
190,technical,1004470,0.76,0,3,0,medium,0.68,3,1
160,technical,1004471,0.72,0,2,0,high,0.52,2,0
264,technical,1004472,0.94,0,3,0,low,0.68,2,0
172,technical,1004473,0.59,0,3,0,medium,0.6,3,0
279,technical,1004474,0.83,0,5,0,medium,0.28,4,0
260,support,1004475,0.54,0,5,0,medium,0.98,3,0
262,support,1004476,0.52,0,4,0,medium,0.67,2,0
134,support,1004477,0.6,0,5,0,low,0.86,2,1
195,support,1004478,0.9,0,3,0,low,0.83,3,0
139,support,1004479,0.86,0,3,0,low,0.79,3,0
212,support,1004481,0.86,0,5,0,low,0.51,2,0
148,support,1004482,0.65,0,4,0,low,0.75,2,0
228,support,1004483,0.67,0,4,0,low,0.51,3,0
230,support,1004484,0.74,0,5,0,low,0.73,3,0
286,support,1004485,0.4,0,4,0,low,0.17,3,0
142,technical,1004486,0.59,0,4,0,low,0.88,3,0
161,technical,1004487,0.79,0,3,0,low,0.76,3,0
152,technical,1004488,0.77,0,3,0,low,0.29,3,1
266,management,1004489,0.97,0,4,0,low,0.62,3,0
143,IT,1004490,0.85,0,2,0,low,0.5,3,0
165,IT,1004491,0.65,0,5,0,low,0.16,3,0
204,IT,1004492,0.99,0,4,0,low,0.18,6,0
170,IT,1004493,0.68,0,4,0,low,0.86,2,0
203,IT,1004494,0.52,0,5,0,low,0.68,3,0
199,product_mng,1004495,0.85,0,3,0,low,0.68,3,0
223,product_mng,1004496,0.78,0,4,0,low,0.89,3,0
220,product_mng,1004497,0.88,0,4,0,low,0.86,2,0
190,product_mng,1004498,0.41,0,4,0,medium,0.43,3,0
143,IT,1004499,0.58,0,4,0,medium,0.85,6,1
111,RandD,1004500,0.8,0,5,1,medium,0.94,4,0
145,RandD,1004501,0.71,0,4,1,medium,0.58,3,1
138,RandD,1004502,0.6,0,3,1,medium,0.43,3,0
